espTa2O5,espAl2O3,espSiO,Lambda,R
90.0,90.0,120.0,604.83871,11.164848140432243
90.0,90.0,120.0,613.49693,11.250308522868878
90.0,90.0,130.0,596.42147,11.083918910035822
90.0,90.0,130.0,604.83871,11.166073604446245
90.0,90.0,130.0,613.49693,11.250794881654771
90.0,90.0,140.0,596.42147,11.085997600870584
90.0,90.0,140.0,604.83871,11.167385204229891
90.0,90.0,140.0,613.49693,11.251315425808228
90.0,90.0,150.0,596.42147,11.088208654994354
90.0,90.0,150.0,604.83871,11.168780321824922
90.0,90.0,150.0,613.49693,11.25186911632116
90.0,90.0,160.0,596.42147,11.090547689009025
90.0,90.0,160.0,604.83871,11.170256191421243
90.0,90.0,160.0,613.49693,11.252454855506079
90.0,90.0,170.0,596.42147,11.093010099657908
90.0,90.0,170.0,604.83871,11.171809908483674
90.0,90.0,170.0,613.49693,11.253071490618847
90.0,90.0,180.0,596.42147,11.095591078900677
90.0,90.0,180.0,604.83871,11.173438439263604
90.0,90.0,180.0,613.49693,11.253717817633143
90.0,90.0,190.0,596.42147,11.098285629527819
90.0,90.0,190.0,604.83871,11.175138630651874
90.0,90.0,190.0,613.49693,11.254392585151276
90.0,90.0,200.0,596.42147,11.101088581246035
90.0,90.0,200.0,604.83871,11.17690722032769
90.0,90.0,200.0,613.49693,11.255094498431635
90.0,100.0,10.0,596.42147,11.072090189430506
90.0,100.0,10.0,604.83871,11.158609991438086
90.0,100.0,10.0,613.49693,11.247832745927639
90.0,100.0,20.0,596.42147,11.072334441586628
90.0,100.0,20.0,604.83871,11.15876410792427
90.0,100.0,20.0,613.49693,11.247893910828845
90.0,100.0,30.0,596.42147,11.072740963706154
90.0,100.0,30.0,604.83871,11.15902061255175
90.0,100.0,30.0,613.49693,11.24799571129023
90.0,100.0,40.0,596.42147,11.073308909844537
90.0,100.0,40.0,604.83871,11.15937897155211
90.0,100.0,40.0,613.49693,11.248137935471956
90.0,100.0,50.0,596.42147,11.074037099789459
90.0,100.0,50.0,604.83871,11.159838440242677
90.0,100.0,50.0,613.49693,11.248320287827102
90.0,100.0,60.0,596.42147,11.074924023147378
90.0,100.0,60.0,604.83871,11.160398065604813
90.0,100.0,60.0,613.49693,11.248542390124923
90.0,100.0,70.0,596.42147,11.0759678445635
90.0,100.0,70.0,604.83871,11.161056689577693
90.0,100.0,70.0,613.49693,11.248803782758056
90.0,100.0,80.0,596.42147,11.077166410050111
90.0,100.0,80.0,604.83871,11.161812953051648
90.0,100.0,80.0,613.49693,11.249103926327185
90.0,100.0,90.0,596.42147,11.07851725439317
90.0,100.0,90.0,604.83871,11.162665300540914
90.0,100.0,90.0,613.49693,11.249442203495853
90.0,100.0,100.0,596.42147,11.080017609599956
90.0,100.0,100.0,604.83871,11.163611985514596
90.0,100.0,100.0,613.49693,11.249817921105866
90.0,100.0,110.0,596.42147,11.081664414349387
90.0,100.0,110.0,604.83871,11.164651076358716
90.0,100.0,110.0,613.49693,11.250230312543831
90.0,100.0,120.0,596.42147,11.083454324397968
90.0,100.0,120.0,604.83871,11.165780462942985
90.0,100.0,120.0,613.49693,11.25067854034718
90.0,100.0,130.0,596.42147,11.0853837238932
90.0,100.0,130.0,604.83871,11.166997863758642
90.0,100.0,130.0,613.49693,11.25116169903708
90.0,100.0,140.0,596.42147,11.087448737539962
90.0,100.0,140.0,604.83871,11.168300833595408
90.0,100.0,140.0,613.49693,11.251678818164953
90.0,100.0,150.0,596.42147,11.089645243563373
90.0,100.0,150.0,604.83871,11.169686771720684
90.0,100.0,150.0,613.49693,11.252228865559132
90.0,100.0,160.0,596.42147,11.091968887406829
90.0,100.0,160.0,604.83871,11.171152930522414
90.0,100.0,160.0,613.49693,11.252810750754644
90.0,100.0,170.0,596.42147,11.094415096101741
90.0,100.0,170.0,604.83871,11.172696424576397
90.0,100.0,170.0,613.49693,11.253423328591932
90.0,100.0,180.0,596.42147,11.09697909324318
90.0,100.0,180.0,604.83871,11.174314240095303
90.0,100.0,180.0,613.49693,11.254065402966916
90.0,100.0,190.0,596.42147,11.099655914502033
90.0,100.0,190.0,604.83871,11.17600324471652
90.0,100.0,190.0,613.49693,11.25473573071567
90.0,100.0,200.0,596.42147,11.102440423603905
90.0,100.0,200.0,604.83871,11.17776019758429
90.0,100.0,200.0,613.49693,11.255433025615586
90.0,110.0,10.0,596.42147,11.07379462485725
90.0,110.0,10.0,604.83871,11.159685445714292
90.0,110.0,10.0,613.49693,11.248259569145533
90.0,110.0,20.0,596.42147,11.074037101351358
90.0,110.0,20.0,604.83871,11.159838441806194
90.0,110.0,20.0,613.49693,11.248320289391405
90.0,110.0,30.0,596.42147,11.07444066814012
90.0,110.0,30.0,604.83871,11.1600930816992
90.0,110.0,30.0,613.49693,11.248421349785707
90.0,110.0,40.0,596.42147,11.07500448542886
90.0,110.0,40.0,604.83871,11.160448835505383
90.0,110.0,40.0,613.49693,11.248562540028802
90.0,110.0,50.0,596.42147,11.075727381585324
90.0,110.0,50.0,604.83871,11.16090496395556
90.0,110.0,50.0,613.49693,11.248743566722393
90.0,110.0,60.0,596.42147,11.076607857195953
90.0,110.0,60.0,604.83871,11.161460520959476
90.0,110.0,60.0,613.49693,11.248964054385283
90.0,110.0,70.0,596.42147,11.077644090248796
90.0,110.0,70.0,604.83871,11.162114356875263
90.0,110.0,70.0,613.49693,11.249223546751281
90.0,110.0,80.0,596.42147,11.078833942415162
90.0,110.0,80.0,604.83871,11.162865122473491
90.0,110.0,80.0,613.49693,11.249521508342498
90.0,110.0,90.0,596.42147,11.080174966402508
90.0,110.0,90.0,604.83871,11.163711273576617
90.0,110.0,90.0,613.49693,11.249857326310355
90.0,110.0,100.0,596.42147,11.081664414340834
90.0,110.0,100.0,604.83871,11.164651076350445
90.0,110.0,100.0,613.49693,11.250230312535761
90.0,110.0,110.0,596.42147,11.083299247164346
90.0,110.0,110.0,604.83871,11.165682613223622
90.0,110.0,110.0,613.49693,11.25063970597846
90.0,110.0,120.0,596.42147,11.085076144941448
90.0,110.0,120.0,604.83871,11.166803789405984
90.0,110.0,120.0,613.49693,11.251084675264114
90.0,110.0,130.0,596.42147,11.086991518106
90.0,110.0,130.0,604.83871,11.168012339974863
90.0,110.0,130.0,613.49693,11.251564321496264
90.0,110.0,140.0,596.42147,11.08904151953569
90.0,110.0,140.0,604.83871,11.169305837496177
90.0,110.0,140.0,613.49693,11.252077681281575
90.0,110.0,150.0,596.42147,11.091222057419897
90.0,110.0,150.0,604.83871,11.170681700143968
90.0,110.0,150.0,613.49693,11.252623729951853
90.0,110.0,160.0,596.42147,11.093528808858789
90.0,110.0,160.0,604.83871,11.172137200280924
90.0,110.0,160.0,613.49693,11.253201384969683
90.0,110.0,170.0,596.42147,11.095957234128372
90.0,110.0,170.0,604.83871,11.17366947345916
90.0,110.0,170.0,613.49693,11.253809509500494
90.0,110.0,180.0,596.42147,11.098502591547106
90.0,110.0,180.0,604.83871,11.175275527801045
90.0,110.0,180.0,613.49693,11.254446916135665
90.0,110.0,190.0,596.42147,11.101159952875566
90.0,110.0,190.0,604.83871,11.176952253715367
90.0,110.0,190.0,613.49693,11.255112370748721
90.0,110.0,200.0,596.42147,11.103924219178868
90.0,110.0,200.0,604.83871,11.17869643390697
90.0,110.0,200.0,613.49693,11.255804596467708
90.0,120.0,10.0,596.42147,11.075647173618794
90.0,120.0,10.0,604.83871,11.160854355669885
90.0,120.0,10.0,613.49693,11.248723482835599
90.0,120.0,20.0,596.42147,11.07588772014801
90.0,120.0,20.0,604.83871,11.161006134006564
90.0,120.0,20.0,613.49693,11.24878371978596
90.0,120.0,30.0,596.42147,11.076288074791398
90.0,120.0,30.0,604.83871,11.161258747121888
90.0,120.0,30.0,613.49693,11.248883975802269
90.0,120.0,40.0,596.42147,11.076847404438668
90.0,120.0,40.0,604.83871,11.161611669345648
90.0,120.0,40.0,613.49693,11.249024042258682
90.0,120.0,50.0,596.42147,11.077564546782828
90.0,120.0,50.0,604.83871,11.162064167292678
90.0,120.0,50.0,613.49693,11.249203628092026
90.0,120.0,60.0,596.42147,11.078438014345007
90.0,120.0,60.0,604.83871,11.162615302402953
90.0,120.0,60.0,613.49693,11.24942236080989
90.0,120.0,70.0,596.42147,11.079465999615133
90.0,120.0,70.0,604.83871,11.163263934185153
90.0,120.0,70.0,613.49693,11.249679787777682
90.0,120.0,80.0,596.42147,11.080646381284469
90.0,120.0,80.0,604.83871,11.164008724148946
90.0,120.0,80.0,613.49693,11.249975377779558
90.0,120.0,90.0,596.42147,11.081976731539275
90.0,120.0,90.0,604.83871,11.164848140407363
90.0,120.0,90.0,613.49693,11.250308522844689
90.0,120.0,100.0,596.42147,11.083454324381053
90.0,120.0,100.0,604.83871,11.165780462926524
90.0,120.0,100.0,613.49693,11.250678540331213
90.0,120.0,110.0,596.42147,11.085076144933051
90.0,120.0,110.0,604.83871,11.166803789397814
90.0,120.0,110.0,613.49693,11.251084675256157
90.0,120.0,120.0,596.42147,11.086838899688233
90.0,120.0,120.0,604.83871,11.167916041704283
90.0,120.0,120.0,613.49693,11.251526102862307
90.0,120.0,130.0,596.42147,11.088739027651409
90.0,120.0,130.0,604.83871,11.169114972950632
90.0,120.0,130.0,613.49693,11.252001931408095
90.0,120.0,140.0,596.42147,11.09077271232079
90.0,120.0,140.0,604.83871,11.170398175023653
90.0,120.0,140.0,613.49693,11.252511205167988
90.0,120.0,150.0,596.42147,11.092935894454317
90.0,120.0,150.0,604.83871,11.171763086647188
90.0,120.0,150.0,613.49693,11.253052907629652
90.0,120.0,160.0,596.42147,11.095224285559548
90.0,120.0,160.0,604.83871,11.173207001894212
90.0,120.0,160.0,613.49693,11.253625964871967
90.0,120.0,170.0,596.42147,11.097633382046041
90.0,120.0,170.0,604.83871,11.174727079116176
90.0,120.0,170.0,613.49693,11.254229249108858
90.0,120.0,180.0,596.42147,11.100158479973183
90.0,120.0,180.0,604.83871,11.176320350248814
90.0,120.0,180.0,613.49693,11.254861582382674
90.0,120.0,190.0,596.42147,11.102794690327254
90.0,120.0,190.0,604.83871,11.17798373045159
90.0,120.0,190.0,613.49693,11.255521740389877
90.0,120.0,200.0,596.42147,11.105536954757838
90.0,120.0,200.0,604.83871,11.179714028036733
90.0,120.0,200.0,613.49693,11.256208456421648
90.0,130.0,10.0,596.42147,11.077644093324167
90.0,130.0,10.0,604.83871,11.162114359953724
90.0,130.0,10.0,613.49693,11.249223549831369
90.0,130.0,20.0,596.42147,11.077882559484385
90.0,130.0,20.0,604.83871,11.16226482563426
90.0,130.0,20.0,613.49693,11.249283265822466
90.0,130.0,30.0,596.42147,11.078279451656806
90.0,130.0,30.0,604.83871,11.162515254023177
90.0,130.0,30.0,613.49693,11.249382654774685
90.0,130.0,40.0,596.42147,11.078833943936237
90.0,130.0,40.0,604.83871,11.162865123996326
90.0,130.0,40.0,613.49693,11.249521509866398
90.0,130.0,50.0,596.42147,11.079544884067964
90.0,130.0,50.0,604.83871,11.163313708511428
90.0,130.0,50.0,613.49693,11.2496995425518
90.0,130.0,60.0,596.42147,11.080410797437526
90.0,130.0,60.0,604.83871,11.163860077125562
90.0,130.0,60.0,613.49693,11.249916383559874
90.0,130.0,70.0,596.42147,11.081429892167211
90.0,130.0,70.0,604.83871,11.164503099210815
90.0,130.0,70.0,613.49693,11.250171584170689
90.0,130.0,80.0,596.42147,11.082600065294294
90.0,130.0,80.0,604.83871,11.165241447852909
90.0,130.0,80.0,613.49693,11.250464617762521
90.0,130.0,90.0,596.42147,11.083918910002158
90.0,130.0,90.0,604.83871,11.166073604413455
90.0,130.0,90.0,613.49693,11.250794881622816
90.0,130.0,100.0,596.42147,11.085383723868118
90.0,130.0,100.0,604.83871,11.16699786373423
90.0,130.0,100.0,613.49693,11.25116169901327
90.0,130.0,110.0,596.42147,11.08699151808939
90.0,130.0,110.0,604.83871,11.168012339958693
90.0,130.0,110.0,613.49693,11.25156432148051
90.0,130.0,120.0,596.42147,11.08873902764317
90.0,130.0,120.0,604.83871,11.169114972942568
90.0,130.0,120.0,613.49693,11.252001931400274
90.0,130.0,130.0,596.42147,11.09062272233138
90.0,130.0,130.0,604.83871,11.17030353522291
90.0,130.0,130.0,613.49693,11.252473644743105
90.0,130.0,140.0,596.42147,11.092638818659376
90.0,130.0,140.0,604.83871,11.171575639512993
90.0,130.0,140.0,613.49693,11.252978514049188
90.0,130.0,150.0,596.42147,11.094783292491385
90.0,130.0,150.0,604.83871,11.172928746687976
90.0,130.0,150.0,613.49693,11.253515531597401
90.0,130.0,160.0,596.42147,11.097051892424197
90.0,130.0,160.0,604.83871,11.17436017422296
90.0,130.0,160.0,613.49693,11.254083632754455
90.0,130.0,170.0,596.42147,11.099440153816593
90.0,130.0,170.0,604.83871,11.175867105045482
90.0,130.0,170.0,613.49693,11.254681699487888
90.0,130.0,180.0,596.42147,11.101943413410059
90.0,130.0,180.0,604.83871,11.177446596760603
90.0,130.0,180.0,613.49693,11.255308564027755
90.0,130.0,190.0,596.42147,11.104556824473526
90.0,130.0,190.0,604.83871,11.179095591206995
90.0,130.0,190.0,613.49693,11.255963012658858
90.0,130.0,200.0,596.42147,11.107275372403869
90.0,130.0,200.0,604.83871,11.180810924300323
90.0,130.0,200.0,613.49693,11.256643789627361
90.0,140.0,10.0,596.42147,11.07978137306058
90.0,140.0,10.0,604.83871,11.163462927784304
90.0,140.0,10.0,613.49693,11.249758765723184
90.0,140.0,20.0,596.42147,11.080017612626289
90.0,140.0,20.0,604.83871,11.163611988544364
90.0,140.0,20.0,613.49693,11.249817924137744
90.0,140.0,30.0,596.42147,11.080410798956647
90.0,140.0,30.0,604.83871,11.163860078646216
90.0,140.0,30.0,613.49693,11.249916385081256
90.0,140.0,40.0,596.42147,11.080960113858051
90.0,140.0,40.0,604.83871,11.164206681831342
90.0,140.0,40.0,613.49693,11.25005394366347
90.0,140.0,50.0,596.42147,11.081664415834547
90.0,140.0,50.0,604.83871,11.164651077846052
90.0,140.0,50.0,613.49693,11.25023031403265
90.0,140.0,60.0,596.42147,11.082522244040366
90.0,140.0,60.0,604.83871,11.165192344935107
90.0,140.0,60.0,613.49693,11.250445130365717
90.0,140.0,70.0,596.42147,11.083531823328808
90.0,140.0,70.0,604.83871,11.16582936302742
90.0,140.0,70.0,613.49693,11.250697948132505
90.0,140.0,80.0,596.42147,11.084691070372923
90.0,140.0,80.0,604.83871,11.166560817598356
90.0,140.0,80.0,613.49693,11.250988245628488
90.0,140.0,90.0,596.42147,11.085997600828875
90.0,140.0,90.0,604.83871,11.167385204189197
90.0,140.0,90.0,613.49693,11.251315425768684
90.0,140.0,100.0,596.42147,11.087448737506778
90.0,140.0,100.0,604.83871,11.168300833563144
90.0,140.0,100.0,613.49693,11.251678818133556
90.0,140.0,110.0,596.42147,11.08904151951099
90.0,140.0,110.0,604.83871,11.169305837472143
90.0,140.0,110.0,613.49693,11.252077681258148
90.0,140.0,120.0,596.42147,11.090772712304457
90.0,140.0,120.0,604.83871,11.17039817500769
90.0,140.0,120.0,613.49693,11.252511205152489
90.0,140.0,130.0,596.42147,11.092638818651315
90.0,140.0,130.0,604.83871,11.171575639505132
90.0,140.0,130.0,613.49693,11.252978514041496
90.0,140.0,140.0,596.42147,11.094636090383833
90.0,140.0,140.0,604.83871,11.172835865968121
90.0,140.0,140.0,613.49693,11.253478669311852
90.0,140.0,150.0,596.42147,11.096760540940224
90.0,140.0,150.0,604.83871,11.174176338980033
90.0,140.0,150.0,613.49693,11.254010672651729
90.0,140.0,160.0,596.42147,11.099007958613278
90.0,140.0,160.0,604.83871,11.17559440106309
90.0,140.0,160.0,613.49693,11.254573469368333
90.0,140.0,170.0,596.42147,11.10137392044886
90.0,140.0,170.0,604.83871,11.177087261448206
90.0,140.0,170.0,613.49693,11.255165951868573
90.0,140.0,180.0,596.42147,11.103853806729942
90.0,140.0,180.0,604.83871,11.178652005214063
90.0,140.0,180.0,613.49693,11.255786963285987
90.0,140.0,190.0,596.42147,11.106442815980175
90.0,140.0,190.0,604.83871,11.180285602753898
90.0,140.0,190.0,613.49693,11.256435301238133
90.0,140.0,200.0,596.42147,11.109135980418467
90.0,140.0,200.0,604.83871,11.181984919526752
90.0,140.0,200.0,613.49693,11.257109721696292
90.0,150.0,10.0,596.42147,11.08205474680973
90.0,150.0,10.0,604.83871,11.16489736741521
90.0,150.0,10.0,613.49693,11.250328062218127
90.0,150.0,20.0,596.42147,11.082288617999737
90.0,150.0,20.0,604.83871,11.165044933794755
90.0,150.0,20.0,613.49693,11.25038662755162
90.0,150.0,30.0,596.42147,11.082677862513755
90.0,150.0,30.0,604.83871,11.165290536715908
90.0,150.0,30.0,613.49693,11.250484101394338
90.0,150.0,40.0,596.42147,11.083221670361008
90.0,150.0,40.0,604.83871,11.165633665096099
90.0,150.0,40.0,613.49693,11.250620280909962
90.0,150.0,50.0,596.42147,11.083918911489269
90.0,150.0,50.0,604.83871,11.166073605902223
90.0,150.0,50.0,613.49693,11.250794883112619
90.0,150.0,60.0,596.42147,11.084768139698294
90.0,150.0,60.0,604.83871,11.166609446620011
90.0,150.0,60.0,613.49693,11.251007545846742
90.0,150.0,70.0,596.42147,11.085767597637698
90.0,150.0,70.0,604.83871,11.167240078407444
90.0,150.0,70.0,613.49693,11.251257829038702
90.0,150.0,80.0,596.42147,11.086915222866525
90.0,150.0,80.0,604.83871,11.167964199918323
90.0,150.0,80.0,613.49693,11.251545216214197
90.0,150.0,90.0,596.42147,11.088208654944825
90.0,150.0,90.0,604.83871,11.168780321776628
90.0,150.0,90.0,613.49693,11.251869116274122
90.0,150.0,100.0,596.42147,11.089645243522366
90.0,150.0,100.0,604.83871,11.169686771680666
90.0,150.0,100.0,613.49693,11.252228865520252
90.0,150.0,110.0,596.42147,11.091222057387316
90.0,150.0,110.0,604.83871,11.170681700112215
90.0,150.0,110.0,613.49693,11.252623729921002
90.0,150.0,120.0,596.42147,11.092935894430058
90.0,150.0,120.0,604.83871,11.171763086623587
90.0,150.0,120.0,613.49693,11.253052907606707
90.0,150.0,130.0,596.42147,11.094783292475347
90.0,150.0,130.0,604.83871,11.17292874667237
90.0,150.0,130.0,613.49693,11.253515531582217
90.0,150.0,140.0,596.42147,11.096760540932298
90.0,150.0,140.0,604.83871,11.174176338972263
90.0,150.0,140.0,613.49693,11.254010672644167
90.0,150.0,150.0,596.42147,11.098863693205406
90.0,150.0,150.0,604.83871,11.175503373324418
90.0,150.0,150.0,613.49693,11.254537342489078
90.0,150.0,160.0,596.42147,11.101088579811433
90.0,150.0,160.0,604.83871,11.176907218893058
90.0,150.0,160.0,613.49693,11.25509449699769
90.0,150.0,170.0,596.42147,11.103430822137451
90.0,150.0,170.0,604.83871,11.178385112887524
90.0,150.0,170.0,613.49693,11.255681039681042
90.0,150.0,180.0,596.42147,11.10588584678069
90.0,150.0,180.0,604.83871,11.179934169609435
90.0,150.0,180.0,613.49693,11.256295825270547
90.0,150.0,190.0,596.42147,11.108448900401074
90.0,150.0,190.0,604.83871,11.181551389824714
90.0,150.0,190.0,613.49693,11.256937663437894
90.0,150.0,200.0,596.42147,11.111115065021071
90.0,150.0,200.0,604.83871,11.183233670417298
90.0,150.0,200.0,613.49693,11.257605322626258
90.0,160.0,10.0,596.42147,11.084459707625381
90.0,160.0,10.0,604.83871,11.166414835080614
90.0,160.0,10.0,613.49693,11.250930310690013
90.0,160.0,20.0,596.42147,11.084691073353621
90.0,160.0,20.0,604.83871,11.166560820582038
90.0,160.0,20.0,613.49693,11.250988248613782
90.0,160.0,30.0,596.42147,11.085076147891806
90.0,160.0,30.0,604.83871,11.166803792360001
90.0,160.0,30.0,613.49693,11.251084678220334
90.0,160.0,40.0,596.42147,11.08561412992636
90.0,160.0,40.0,604.83871,11.16714324480701
90.0,160.0,40.0,613.49693,11.25121939884641
90.0,160.0,50.0,596.42147,11.08630390151145
90.0,160.0,50.0,604.83871,11.16757847252882
90.0,160.0,50.0,613.49693,11.251392130537711
90.0,160.0,60.0,596.42147,11.087144031939925
90.0,160.0,60.0,604.83871,11.168108572786885
90.0,160.0,60.0,613.49693,11.251602515018464
90.0,160.0,70.0,596.42147,11.08813278268794
90.0,160.0,70.0,604.83871,11.168732448618206
90.0,160.0,70.0,613.49693,11.251850116929507
90.0,160.0,80.0,596.42147,11.089268113409474
90.0,160.0,80.0,604.83871,11.169448812617793
90.0,160.0,80.0,613.49693,11.252134425329537
90.0,160.0,90.0,596.42147,11.090547688951805
90.0,160.0,90.0,604.83871,11.170256191365507
90.0,160.0,90.0,613.49693,11.25245485545183
90.0,160.0,100.0,596.42147,11.091968887358146
90.0,160.0,100.0,604.83871,11.171152930474912
90.0,160.0,100.0,613.49693,11.25281075070846
90.0,160.0,110.0,596.42147,11.09352880881857
90.0,160.0,110.0,604.83871,11.172137200241664
90.0,160.0,110.0,613.49693,11.253201384931485
90.0,160.0,120.0,596.42147,11.095224285527555
90.0,160.0,120.0,604.83871,11.173207001863023
90.0,160.0,120.0,613.49693,11.253625964841646
90.0,160.0,130.0,596.42147,11.097051892400426
90.0,160.0,130.0,604.83871,11.174360174199812
90.0,160.0,130.0,613.49693,11.254083632731938
90.0,160.0,140.0,596.42147,11.099007958597593
90.0,160.0,140.0,604.83871,11.175594401047753
90.0,160.0,140.0,613.49693,11.254573469353431
90.0,160.0,150.0,596.42147,11.101088579803655
90.0,160.0,150.0,604.83871,11.176907218885477
90.0,160.0,150.0,613.49693,11.255094496990324
90.0,160.0,160.0,596.42147,11.103289631202683
90.0,160.0,160.0,604.83871,11.17829602506145
90.0,160.0,160.0,613.49693,11.255645682709297
90.0,160.0,170.0,596.42147,11.105606781090238
90.0,160.0,170.0,604.83871,11.179758086382726
90.0,160.0,170.0,613.49693,11.256225941767644
90.0,160.0,180.0,596.42147,11.108035505058227
90.0,160.0,180.0,604.83871,11.181290548065343
90.0,160.0,180.0,613.49693,11.256834141166252
90.0,160.0,190.0,596.42147,11.110571100689006
90.0,160.0,190.0,604.83871,11.182890443006107
90.0,160.0,190.0,613.49693,11.257469103328786
90.0,160.0,200.0,596.42147,11.11320870269144
90.0,160.0,200.0,604.83871,11.184554701332562
90.0,160.0,200.0,613.49693,11.258129609892075
90.0,170.0,10.0,596.42147,11.08699152250578
90.0,170.0,10.0,604.83871,11.168012344379694
90.0,170.0,10.0,613.49693,11.251564325904061
90.0,170.0,20.0,596.42147,11.087220250617175
90.0,170.0,20.0,604.83871,11.168156665616683
90.0,170.0,20.0,613.49693,11.251621603324123
90.0,170.0,30.0,596.42147,11.087600935226414
90.0,170.0,30.0,604.83871,11.168396867466873
90.0,170.0,30.0,613.49693,11.251716933614324
90.0,170.0,40.0,596.42147,11.088132784155158
90.0,170.0,40.0,604.83871,11.168732450086893
90.0,170.0,40.0,613.49693,11.251850118398973
90.0,170.0,50.0,596.42147,11.088814692202332
90.0,170.0,50.0,604.83871,11.169162716124088
90.0,170.0,50.0,613.49693,11.252020880915211
90.0,170.0,60.0,596.42147,11.08964524497126
90.0,170.0,60.0,604.83871,11.169686773131238
90.0,170.0,60.0,613.49693,11.252228866971759
90.0,170.0,70.0,596.42147,11.090622723757402
90.0,170.0,70.0,604.83871,11.170303536650922
90.0,170.0,70.0,613.49693,11.252473646172568
90.0,170.0,80.0,596.42147,11.091745111475282
90.0,170.0,80.0,604.83871,11.171011733955154
90.0,170.0,80.0,613.49693,11.252754713401238
90.0,170.0,90.0,596.42147,11.093010099593355
90.0,170.0,90.0,604.83871,11.171809908420695
90.0,170.0,90.0,613.49693,11.25307149055756
90.0,170.0,100.0,596.42147,11.094415096045529
90.0,170.0,100.0,604.83871,11.172696424521607
90.0,170.0,100.0,613.49693,11.253423328538673
90.0,170.0,110.0,596.42147,11.09595723408055
90.0,170.0,110.0,604.83871,11.173669473412566
90.0,170.0,110.0,613.49693,11.253809509455163
90.0,170.0,120.0,596.42147,11.09763338200652
90.0,170.0,120.0,604.83871,11.174727079077638
90.0,170.0,120.0,613.49693,11.25422924907135
90.0,170.0,130.0,596.42147,11.099440153785261
90.0,170.0,130.0,604.83871,11.175867105014953
90.0,170.0,130.0,613.49693,11.254681699458162
90.0,170.0,140.0,596.42147,11.101373920425583
90.0,170.0,140.0,604.83871,11.177087261425518
90.0,170.0,140.0,613.49693,11.255165951846456
90.0,170.0,150.0,596.42147,11.103430822122077
90.0,170.0,150.0,604.83871,11.178385112872547
90.0,170.0,150.0,613.49693,11.255681039666454
90.0,170.0,160.0,596.42147,11.105606781082653
90.0,170.0,160.0,604.83871,11.179758086375294
90.0,170.0,160.0,613.49693,11.256225941760452
90.0,170.0,170.0,596.42147,11.107897514984982
90.0,170.0,170.0,604.83871,11.181203479899734
90.0,170.0,170.0,613.49693,11.25679958575211
90.0,170.0,180.0,596.42147,11.1102985510003
90.0,170.0,180.0,604.83871,11.182718471207167
90.0,170.0,180.0,613.49693,11.257400851558716
90.0,170.0,190.0,596.42147,11.112805240319581
90.0,170.0,190.0,604.83871,11.18430012701979
90.0,170.0,190.0,613.49693,11.258028575028431
90.0,170.0,200.0,596.42147,11.115412773116878
90.0,170.0,200.0,604.83871,11.185945412462418
90.0,170.0,200.0,613.49693,11.258681551687731
90.0,180.0,10.0,596.42147,11.089645247893515
90.0,180.0,10.0,604.83871,11.169686776056256
90.0,180.0,10.0,613.49693,11.25222886989809
90.0,180.0,20.0,596.42147,11.089871211383056
90.0,180.0,20.0,604.83871,11.169829352892037
90.0,180.0,20.0,613.49693,11.252285455010236
90.0,180.0,30.0,596.42147,11.090247294681966
90.0,180.0,30.0,604.83871,11.170066651438454
90.0,180.0,30.0,613.49693,11.252379633050362
90.0,180.0,40.0,596.42147,11.090772715187104
90.0,180.0,40.0,604.83871,11.170398177893686
90.0,180.0,40.0,613.49693,11.252511208040426
90.0,180.0,50.0,596.42147,11.091446381055846
90.0,180.0,50.0,604.83871,11.170823243333967
90.0,180.0,50.0,613.49693,11.252679906562982
90.0,180.0,60.0,596.42147,11.092266894987048
90.0,180.0,60.0,604.83871,11.171340966098937
90.0,180.0,60.0,613.49693,11.25288537870754
90.0,180.0,70.0,596.42147,11.093232559050339
90.0,180.0,70.0,604.83871,11.171950274839125
90.0,180.0,70.0,613.49693,11.253127199280472
90.0,180.0,80.0,596.42147,11.09434138054038
90.0,180.0,80.0,604.83871,11.172649912209696
90.0,180.0,80.0,613.49693,11.253404869270566
90.0,180.0,90.0,596.42147,11.09559107882882
90.0,180.0,90.0,604.83871,11.17343843919361
90.0,180.0,90.0,613.49693,11.253717817565047
90.0,180.0,100.0,596.42147,11.09697909317978
90.0,180.0,100.0,604.83871,11.174314240033482
90.0,180.0,100.0,613.49693,11.254065402906788
90.0,180.0,110.0,596.42147,11.098502591492036
90.0,180.0,110.0,604.83871,11.175275527747289
90.0,180.0,110.0,613.49693,11.254446916083436
90.0,180.0,120.0,596.42147,11.100158479926357
90.0,180.0,120.0,604.83871,11.176320350203143
90.0,180.0,120.0,613.49693,11.254861582338252
90.0,180.0,130.0,596.42147,11.101943413371323
90.0,180.0,130.0,604.83871,11.177446596722875
90.0,180.0,130.0,613.49693,11.255308563991083
90.0,180.0,140.0,596.42147,11.103853806699263
90.0,180.0,140.0,604.83871,11.178652005184189
90.0,180.0,140.0,613.49693,11.25578696325695
90.0,180.0,150.0,596.42147,11.105885846757888
90.0,180.0,150.0,604.83871,11.179934169587236
90.0,180.0,150.0,613.49693,11.256295825248936
90.0,180.0,160.0,596.42147,11.108035505043159
90.0,180.0,160.0,604.83871,11.181290548050702
90.0,180.0,160.0,613.49693,11.256834141152035
90.0,180.0,170.0,596.42147,11.110298550992898
90.0,180.0,170.0,604.83871,11.18271847119994
90.0,180.0,170.0,613.49693,11.257400851551642
90.0,180.0,180.0,596.42147,11.112670565841098
90.0,180.0,180.0,604.83871,11.184215150908292
